# Функція: Вуда
Крок	x1	x2	x3	x4	f(x)
2384	-0.96561861	0.94259691	-0.97186232	0.95578909	7.87696404e+00
2385	-0.96561813	0.94259548	-0.97186327	0.95579052	7.87696404e+00
2386	-0.96561718	0.94259405	-0.97186375	0.95579195	7.87696403e+00
2387	-0.96561623	0.94259262	-0.97186470	0.95579338	7.87696403e+00
2388	-0.96561575	0.94259119	-0.97186518	0.95579481	7.87696403e+00
2389	-0.96561480	0.94258976	-0.97186613	0.95579624	7.87696403e+00
2390	-0.96561432	0.94258833	-0.97186708	0.95579767	7.87696403e+00
2391	-0.96561337	0.94258690	-0.97186756	0.95579910	7.87696402e+00
2392	-0.96561289	0.94258547	-0.97186852	0.95580053	7.87696402e+00
2393	-0.96561193	0.94258404	-0.97186899	0.95580196	7.87696402e+00
2394	-0.96561146	0.94258261	-0.97186995	0.95580339	7.87696402e+00
2395	-0.96561050	0.94258118	-0.97187042	0.95580482	7.87696402e+00
2396	-0.96560955	0.94257975	-0.97187138	0.95580626	7.87696401e+00
2397	-0.96560907	0.94257832	-0.97187185	0.95580769	7.87696401e+00
2398	-0.96560812	0.94257689	-0.97187281	0.95580912	7.87696401e+00
2399	-0.96560764	0.94257545	-0.97187376	0.95581055	7.87696401e+00
2400	-0.96560669	0.94257402	-0.97187424	0.95581198	7.87696401e+00
2401	-0.96560621	0.94257259	-0.97187519	0.95581341	7.87696400e+00
2402	-0.96560526	0.94257116	-0.97187567	0.95581484	7.87696400e+00
2403	-0.96560478	0.94256973	-0.97187662	0.95581627	7.87696400e+00
2404	-0.96560383	0.94256830	-0.97187710	0.95581770	7.87696400e+00
2405	-0.96560287	0.94256687	-0.97187805	0.95581913	7.87696400e+00
2406	-0.96560240	0.94256544	-0.97187853	0.95582056	7.87696399e+00
2407	-0.96560144	0.94256401	-0.97187948	0.95582199	7.87696399e+00
2408	-0.96560097	0.94256258	-0.97187996	0.95582342	7.87696399e+00
2409	-0.96560001	0.94256115	-0.97188091	0.95582485	7.87696399e+00
2410	-0.96559954	0.94255972	-0.97188187	0.95582628	7.87696399e+00
2411	-0.96559858	0.94255829	-0.97188234	0.95582771	7.87696398e+00
2412	-0.96559763	0.94255686	-0.97188330	0.95582914	7.87696398e+00
2413	-0.96559715	0.94255543	-0.97188377	0.95583057	7.87696398e+00
2414	-0.96559620	0.94255400	-0.97188473	0.95583200	7.87696398e+00
2415	-0.96559572	0.94255257	-0.97188520	0.95583344	7.87696398e+00
2416	-0.96559477	0.94255114	-0.97188616	0.95583487	7.87696397e+00
2417	-0.96559429	0.94254971	-0.97188663	0.95583630	7.87696397e+00
2418	-0.96559334	0.94254827	-0.97188759	0.95583773	7.87696397e+00
2419	-0.96559286	0.94254684	-0.97188807	0.95583916	7.87696397e+00
2420	-0.96559191	0.94254541	-0.97188902	0.95584059	7.87696397e+00
2421	-0.96559095	0.94254398	-0.97188997	0.95584202	7.87696396e+00
2422	-0.96559048	0.94254255	-0.97189045	0.95584345	7.87696396e+00
2423	-0.96558952	0.94254112	-0.97189140	0.95584488	7.87696396e+00
2424	-0.96558905	0.94253969	-0.97189188	0.95584631	7.87696396e+00
2425	-0.96558809	0.94253826	-0.97189283	0.95584774	7.87696396e+00
2426	-0.96558762	0.94253683	-0.97189331	0.95584917	7.87696396e+00
2427	-0.96558666	0.94253540	-0.97189426	0.95585060	7.87696395e+00
2428	-0.96558619	0.94253397	-0.97189474	0.95585203	7.87696395e+00
2429	-0.96558523	0.94253254	-0.97189569	0.95585346	7.87696395e+00
2430	-0.96558428	0.94253111	-0.97189617	0.95585489	7.87696395e+00
2431	-0.96558380	0.94252968	-0.97189713	0.95585632	7.87696395e+00
2432	-0.96558285	0.94252825	-0.97189808	0.95585775	7.87696394e+00
2433	-0.96558237	0.94252682	-0.97189856	0.95585918	7.87696394e+00
2434	-0.96558142	0.94252539	-0.97189951	0.95586061	7.87696394e+00
2435	-0.96558094	0.94252396	-0.97189999	0.95586205	7.87696394e+00
2436	-0.96557999	0.94252253	-0.97190094	0.95586348	7.87696394e+00
2437	-0.96557951	0.94252110	-0.97190142	0.95586491	7.87696393e+00
2438	-0.96557856	0.94251966	-0.97190237	0.95586634	7.87696393e+00
2439	-0.96557760	0.94251823	-0.97190285	0.95586777	7.87696393e+00
2440	-0.96557713	0.94251680	-0.97190380	0.95586920	7.87696393e+00
2441	-0.96557617	0.94251537	-0.97190475	0.95587063	7.87696392e+00
2442	-0.96557570	0.94251394	-0.97190523	0.95587206	7.87696392e+00
2443	-0.96557474	0.94251251	-0.97190619	0.95587349	7.87696392e+00
2444	-0.96557426	0.94251108	-0.97190666	0.95587492	7.87696392e+00
2445	-0.96557331	0.94250965	-0.97190762	0.95587635	7.87696392e+00
2446	-0.96557283	0.94250822	-0.97190809	0.95587778	7.87696392e+00
2447	-0.96557188	0.94250679	-0.97190905	0.95587921	7.87696391e+00
2448	-0.96557093	0.94250536	-0.97190952	0.95588064	7.87696391e+00
2449	-0.96557045	0.94250393	-0.97191048	0.95588207	7.87696391e+00
2450	-0.96556950	0.94250250	-0.97191095	0.95588350	7.87696391e+00
2451	-0.96556902	0.94250107	-0.97191191	0.95588493	7.87696390e+00
2452	-0.96556807	0.94249964	-0.97191286	0.95588636	7.87696390e+00
2453	-0.96556759	0.94249821	-0.97191334	0.95588779	7.87696390e+00
2454	-0.96556664	0.94249678	-0.97191429	0.95588923	7.87696390e+00
2455	-0.96556616	0.94249535	-0.97191477	0.95589066	7.87696390e+00
2456	-0.96556520	0.94249392	-0.97191572	0.95589209	7.87696389e+00
2457	-0.96556425	0.94249249	-0.97191620	0.95589352	7.87696389e+00
2458	-0.96556377	0.94249105	-0.97191715	0.95589495	7.87696389e+00
2459	-0.96556282	0.94248962	-0.97191763	0.95589638	7.87696389e+00
2460	-0.96556234	0.94248819	-0.97191858	0.95589781	7.87696389e+00
2461	-0.96556139	0.94248676	-0.97191906	0.95589924	7.87696388e+00
2462	-0.96556091	0.94248533	-0.97192001	0.95590067	7.87696388e+00
2463	-0.96555996	0.94248390	-0.97192097	0.95590210	7.87696388e+00
2464	-0.96555901	0.94248247	-0.97192144	0.95590353	7.87696388e+00
2465	-0.96555853	0.94248104	-0.97192240	0.95590496	7.87696388e+00
2466	-0.96555758	0.94247961	-0.97192287	0.95590639	7.87696387e+00
2467	-0.96555710	0.94247818	-0.97192383	0.95590782	7.87696387e+00
2468	-0.96555614	0.94247675	-0.97192430	0.95590925	7.87696387e+00
2469	-0.96555567	0.94247532	-0.97192526	0.95591068	7.87696387e+00
2470	-0.96555471	0.94247389	-0.97192574	0.95591211	7.87696387e+00
2471	-0.96555424	0.94247246	-0.97192669	0.95591354	7.87696386e+00
2472	-0.96555328	0.94247103	-0.97192764	0.95591497	7.87696386e+00
2473	-0.96555233	0.94246960	-0.97192812	0.95591640	7.87696386e+00
2474	-0.96555185	0.94246817	-0.97192907	0.95591784	7.87696386e+00
2475	-0.96555090	0.94246674	-0.97192955	0.95591927	7.87696386e+00
2476	-0.96555042	0.94246531	-0.97193050	0.95592070	7.87696385e+00
2477	-0.96554947	0.94246387	-0.97193098	0.95592213	7.87696385e+00
2478	-0.96554899	0.94246244	-0.97193193	0.95592356	7.87696385e+00
2479	-0.96554804	0.94246101	-0.97193241	0.95592499	7.87696385e+00
2480	-0.96554756	0.94245958	-0.97193336	0.95592642	7.87696385e+00
2481	-0.96554661	0.94245815	-0.97193384	0.95592785	7.87696384e+00
2482	-0.96554565	0.94245672	-0.97193480	0.95592928	7.87696384e+00
2483	-0.96554518	0.94245529	-0.97193575	0.95593071	7.87696384e+00
2484	-0.96554422	0.94245386	-0.97193623	0.95593214	7.87696384e+00
2485	-0.96554375	0.94245243	-0.97193718	0.95593357	7.87696384e+00
2486	-0.96554279	0.94245100	-0.97193766	0.95593500	7.87696383e+00
2487	-0.96554232	0.94244957	-0.97193861	0.95593643	7.87696383e+00
2488	-0.96554136	0.94244814	-0.97193909	0.95593786	7.87696383e+00
2489	-0.96554089	0.94244671	-0.97194004	0.95593929	7.87696383e+00
2490	-0.96553993	0.94244528	-0.97194052	0.95594072	7.87696383e+00
2491	-0.96553898	0.94244385	-0.97194147	0.95594215	7.87696382e+00
2492	-0.96553850	0.94244242	-0.97194195	0.95594358	7.87696382e+00
2493	-0.96553755	0.94244099	-0.97194290	0.95594501	7.87696382e+00
2494	-0.96553707	0.94243956	-0.97194386	0.95594645	7.87696382e+00
2495	-0.96553612	0.94243813	-0.97194433	0.95594788	7.87696382e+00
2496	-0.96553564	0.94243670	-0.97194529	0.95594931	7.87696381e+00
2497	-0.96553469	0.94243526	-0.97194576	0.95595074	7.87696381e+00
2498	-0.96553421	0.94243383	-0.97194672	0.95595217	7.87696381e+00
2499	-0.96553326	0.94243240	-0.97194719	0.95595360	7.87696381e+00
2500	-0.96553230	0.94243097	-0.97194815	0.95595503	7.87696381e+00
2501	-0.96553183	0.94242954	-0.97194862	0.95595646	7.87696380e+00
2502	-0.96553087	0.94242811	-0.97194958	0.95595789	7.87696380e+00
2503	-0.96553040	0.94242668	-0.97195053	0.95595932	7.87696380e+00
2504	-0.96552944	0.94242525	-0.97195101	0.95596075	7.87696380e+00
2505	-0.96552896	0.94242382	-0.97195196	0.95596218	7.87696380e+00
2506	-0.96552801	0.94242239	-0.97195244	0.95596361	7.87696379e+00
2507	-0.96552706	0.94242096	-0.97195339	0.95596504	7.87696379e+00
2508	-0.96552658	0.94241953	-0.97195387	0.95596647	7.87696379e+00
2509	-0.96552563	0.94241810	-0.97195482	0.95596790	7.87696379e+00
2510	-0.96552515	0.94241667	-0.97195530	0.95596933	7.87696379e+00
2511	-0.96552420	0.94241524	-0.97195625	0.95597076	7.87696378e+00
2512	-0.96552372	0.94241381	-0.97195673	0.95597219	7.87696378e+00
2513	-0.96552277	0.94241238	-0.97195768	0.95597363	7.87696378e+00
2514	-0.96552229	0.94241095	-0.97195864	0.95597506	7.87696378e+00
2515	-0.96552134	0.94240952	-0.97195911	0.95597649	7.87696377e+00
2516	-0.96552038	0.94240808	-0.97196007	0.95597792	7.87696377e+00
2517	-0.96551991	0.94240665	-0.97196054	0.95597935	7.87696377e+00
2518	-0.96551895	0.94240522	-0.97196150	0.95598078	7.87696377e+00
2519	-0.96551847	0.94240379	-0.97196198	0.95598221	7.87696377e+00
2520	-0.96551752	0.94240236	-0.97196293	0.95598364	7.87696376e+00
2521	-0.96551704	0.94240093	-0.97196341	0.95598507	7.87696376e+00
2522	-0.96551609	0.94239950	-0.97196436	0.95598650	7.87696376e+00
2523	-0.96551561	0.94239807	-0.97196484	0.95598793	7.87696376e+00
2524	-0.96551466	0.94239664	-0.97196579	0.95598936	7.87696376e+00
2525	-0.96551371	0.94239521	-0.97196674	0.95599079	7.87696375e+00
2526	-0.96551323	0.94239378	-0.97196722	0.95599222	7.87696375e+00
2527	-0.96551228	0.94239235	-0.97196817	0.95599365	7.87696375e+00
2528	-0.96551180	0.94239092	-0.97196865	0.95599508	7.87696375e+00
2529	-0.96551085	0.94238949	-0.97196960	0.95599651	7.87696375e+00
2530	-0.96551037	0.94238806	-0.97197008	0.95599794	7.87696374e+00
2531	-0.96550941	0.94238663	-0.97197104	0.95599937	7.87696374e+00
2532	-0.96550894	0.94238520	-0.97197151	0.95600080	7.87696374e+00
2533	-0.96550798	0.94238377	-0.97197247	0.95600224	7.87696374e+00
2534	-0.96550703	0.94238234	-0.97197294	0.95600367	7.87696374e+00
2535	-0.96550655	0.94238091	-0.97197390	0.95600510	7.87696373e+00
2536	-0.96550560	0.94237947	-0.97197485	0.95600653	7.87696373e+00
2537	-0.96550512	0.94237804	-0.97197533	0.95600796	7.87696373e+00
2538	-0.96550417	0.94237661	-0.97197628	0.95600939	7.87696373e+00
2539	-0.96550369	0.94237518	-0.97197676	0.95601082	7.87696373e+00
2540	-0.96550274	0.94237375	-0.97197771	0.95601225	7.87696372e+00
2541	-0.96550226	0.94237232	-0.97197819	0.95601368	7.87696372e+00
2542	-0.96550131	0.94237089	-0.97197914	0.95601511	7.87696372e+00
2543	-0.96550035	0.94236946	-0.97197962	0.95601654	7.87696372e+00
2544	-0.96549988	0.94236803	-0.97198057	0.95601797	7.87696372e+00
2545	-0.96549892	0.94236660	-0.97198153	0.95601940	7.87696371e+00
2546	-0.96549845	0.94236517	-0.97198200	0.95602083	7.87696371e+00
2547	-0.96549749	0.94236374	-0.97198296	0.95602226	7.87696371e+00
2548	-0.96549702	0.94236231	-0.97198343	0.95602369	7.87696371e+00
2549	-0.96549606	0.94236088	-0.97198439	0.95602512	7.87696370e+00
2550	-0.96549559	0.94235945	-0.97198486	0.95602655	7.87696370e+00
2551	-0.96549463	0.94235802	-0.97198582	0.95602798	7.87696370e+00
2552	-0.96549368	0.94235659	-0.97198629	0.95602942	7.87696370e+00
2553	-0.96549320	0.94235516	-0.97198725	0.95603085	7.87696370e+00
2554	-0.96549225	0.94235373	-0.97198772	0.95603228	7.87696369e+00
2555	-0.96549177	0.94235229	-0.97198868	0.95603371	7.87696369e+00
2556	-0.96549082	0.94235086	-0.97198963	0.95603514	7.87696369e+00
2557	-0.96549034	0.94234943	-0.97199011	0.95603657	7.87696369e+00
2558	-0.96548939	0.94234800	-0.97199106	0.95603800	7.87696369e+00
2559	-0.96548843	0.94234657	-0.97199154	0.95603943	7.87696368e+00
2560	-0.96548796	0.94234514	-0.97199249	0.95604086	7.87696368e+00
2561	-0.96548700	0.94234371	-0.97199297	0.95604229	7.87696368e+00
2562	-0.96548653	0.94234228	-0.97199392	0.95604372	7.87696368e+00
2563	-0.96548557	0.94234085	-0.97199440	0.95604515	7.87696368e+00
2564	-0.96548510	0.94233942	-0.97199535	0.95604658	7.87696367e+00
2565	-0.96548414	0.94233799	-0.97199583	0.95604801	7.87696367e+00
2566	-0.96548367	0.94233656	-0.97199678	0.95604944	7.87696367e+00
2567	-0.96548271	0.94233513	-0.97199774	0.95605087	7.87696367e+00
2568	-0.96548176	0.94233370	-0.97199821	0.95605230	7.87696367e+00
2569	-0.96548128	0.94233227	-0.97199917	0.95605373	7.87696366e+00
2570	-0.96548033	0.94233084	-0.97199965	0.95605516	7.87696366e+00
2571	-0.96547985	0.94232941	-0.97200060	0.95605659	7.87696366e+00
2572	-0.96547890	0.94232798	-0.97200108	0.95605803	7.87696366e+00
2573	-0.96547842	0.94232655	-0.97200203	0.95605946	7.87696365e+00
2574	-0.96547747	0.94232512	-0.97200251	0.95606089	7.87696365e+00
2575	-0.96547699	0.94232368	-0.97200346	0.95606232	7.87696365e+00
2576	-0.96547604	0.94232225	-0.97200441	0.95606375	7.87696365e+00
2577	-0.96547508	0.94232082	-0.97200489	0.95606518	7.87696365e+00
2578	-0.96547461	0.94231939	-0.97200584	0.95606661	7.87696364e+00
2579	-0.96547365	0.94231796	-0.97200632	0.95606804	7.87696364e+00
2580	-0.96547318	0.94231653	-0.97200727	0.95606947	7.87696364e+00
2581	-0.96547222	0.94231510	-0.97200775	0.95607090	7.87696364e+00
2582	-0.96547174	0.94231367	-0.97200871	0.95607233	7.87696364e+00
2583	-0.96547079	0.94231224	-0.97200918	0.95607376	7.87696363e+00
2584	-0.96547031	0.94231081	-0.97201014	0.95607519	7.87696363e+00
2585	-0.96546936	0.94230938	-0.97201061	0.95607662	7.87696363e+00
2586	-0.96546841	0.94230795	-0.97201157	0.95607805	7.87696363e+00
2587	-0.96546793	0.94230652	-0.97201252	0.95607948	7.87696363e+00
2588	-0.96546698	0.94230509	-0.97201300	0.95608091	7.87696362e+00
2589	-0.96546650	0.94230366	-0.97201395	0.95608234	7.87696362e+00
2590	-0.96546555	0.94230223	-0.97201443	0.95608377	7.87696362e+00
2591	-0.96546507	0.94230080	-0.97201538	0.95608521	7.87696362e+00
2592	-0.96546412	0.94229937	-0.97201586	0.95608664	7.87696362e+00
2593	-0.96546364	0.94229794	-0.97201681	0.95608807	7.87696361e+00
2594	-0.96546268	0.94229650	-0.97201729	0.95608950	7.87696361e+00
2595	-0.96546173	0.94229507	-0.97201824	0.95609093	7.87696361e+00
2596	-0.96546125	0.94229364	-0.97201872	0.95609236	7.87696361e+00
2597	-0.96546030	0.94229221	-0.97201967	0.95609379	7.87696360e+00
2598	-0.96545982	0.94229078	-0.97202063	0.95609522	7.87696360e+00
2599	-0.96545887	0.94228935	-0.97202110	0.95609665	7.87696360e+00
2600	-0.96545839	0.94228792	-0.97202206	0.95609808	7.87696360e+00
2601	-0.96545744	0.94228649	-0.97202253	0.95609951	7.87696360e+00
2602	-0.96545649	0.94228506	-0.97202349	0.95610094	7.87696359e+00
2603	-0.96545601	0.94228363	-0.97202396	0.95610237	7.87696359e+00
2604	-0.96545506	0.94228220	-0.97202492	0.95610380	7.87696359e+00
2605	-0.96545458	0.94228077	-0.97202539	0.95610523	7.87696359e+00
2606	-0.96545362	0.94227934	-0.97202635	0.95610666	7.87696359e+00
2607	-0.96545315	0.94227791	-0.97202682	0.95610809	7.87696358e+00
2608	-0.96545219	0.94227648	-0.97202778	0.95610952	7.87696358e+00
2609	-0.96545172	0.94227505	-0.97202873	0.95611095	7.87696358e+00
2610	-0.96545076	0.94227362	-0.97202921	0.95611238	7.87696358e+00
2611	-0.96544981	0.94227219	-0.97203016	0.95611382	7.87696358e+00
2612	-0.96544933	0.94227076	-0.97203064	0.95611525	7.87696357e+00
2613	-0.96544838	0.94226933	-0.97203159	0.95611668	7.87696357e+00
2614	-0.96544790	0.94226789	-0.97203207	0.95611811	7.87696357e+00
2615	-0.96544695	0.94226646	-0.97203302	0.95611954	7.87696357e+00
2616	-0.96544647	0.94226503	-0.97203350	0.95612097	7.87696356e+00
2617	-0.96544552	0.94226360	-0.97203445	0.95612240	7.87696356e+00
2618	-0.96544504	0.94226217	-0.97203541	0.95612383	7.87696356e+00
2619	-0.96544409	0.94226074	-0.97203588	0.95612526	7.87696356e+00
2620	-0.96544313	0.94225931	-0.97203684	0.95612669	7.87696356e+00
2621	-0.96544266	0.94225788	-0.97203732	0.95612812	7.87696355e+00
2622	-0.96544170	0.94225645	-0.97203827	0.95612955	7.87696355e+00
2623	-0.96544123	0.94225502	-0.97203875	0.95613098	7.87696355e+00
2624	-0.96544027	0.94225359	-0.97203970	0.95613241	7.87696355e+00
2625	-0.96543980	0.94225216	-0.97204018	0.95613384	7.87696355e+00
2626	-0.96543884	0.94225073	-0.97204113	0.95613527	7.87696354e+00
2627	-0.96543837	0.94224930	-0.97204161	0.95613670	7.87696354e+00
2628	-0.96543741	0.94224787	-0.97204256	0.95613813	7.87696354e+00
2629	-0.96543646	0.94224644	-0.97204351	0.95613956	7.87696354e+00
2630	-0.96543598	0.94224501	-0.97204399	0.95614100	7.87696353e+00
2631	-0.96543503	0.94224358	-0.97204494	0.95614243	7.87696353e+00
2632	-0.96543455	0.94224215	-0.97204542	0.95614386	7.87696353e+00
2633	-0.96543360	0.94224072	-0.97204638	0.95614529	7.87696353e+00
2634	-0.96543312	0.94223928	-0.97204685	0.95614672	7.87696353e+00
2635	-0.96543217	0.94223785	-0.97204781	0.95614815	7.87696352e+00
2636	-0.96543169	0.94223642	-0.97204828	0.95614958	7.87696352e+00
2637	-0.96543074	0.94223499	-0.97204924	0.95615101	7.87696352e+00
2638	-0.96542978	0.94223356	-0.97204971	0.95615244	7.87696352e+00
2639	-0.96542931	0.94223213	-0.97205067	0.95615387	7.87696352e+00
2640	-0.96542835	0.94223070	-0.97205162	0.95615530	7.87696351e+00
2641	-0.96542788	0.94222927	-0.97205210	0.95615673	7.87696351e+00
2642	-0.96542692	0.94222784	-0.97205305	0.95615816	7.87696351e+00
2643	-0.96542645	0.94222641	-0.97205353	0.95615959	7.87696351e+00
2644	-0.96542549	0.94222498	-0.97205448	0.95616102	7.87696351e+00
2645	-0.96542454	0.94222355	-0.97205496	0.95616245	7.87696350e+00
2646	-0.96542406	0.94222212	-0.97205591	0.95616388	7.87696350e+00
2647	-0.96542311	0.94222069	-0.97205639	0.95616531	7.87696350e+00
2648	-0.96542263	0.94221926	-0.97205734	0.95616674	7.87696350e+00
2649	-0.96542168	0.94221783	-0.97205782	0.95616817	7.87696349e+00
2650	-0.96542120	0.94221640	-0.97205877	0.95616961	7.87696349e+00
2651	-0.96542025	0.94221497	-0.97205973	0.95617104	7.87696349e+00
2652	-0.96541977	0.94221354	-0.97206020	0.95617247	7.87696349e+00
2653	-0.96541882	0.94221210	-0.97206116	0.95617390	7.87696349e+00
2654	-0.96541786	0.94221067	-0.97206163	0.95617533	7.87696348e+00
2655	-0.96541739	0.94220924	-0.97206259	0.95617676	7.87696348e+00
2656	-0.96541643	0.94220781	-0.97206306	0.95617819	7.87696348e+00
2657	-0.96541595	0.94220638	-0.97206402	0.95617962	7.87696348e+00
2658	-0.96541500	0.94220495	-0.97206450	0.95618105	7.87696348e+00
2659	-0.96541452	0.94220352	-0.97206545	0.95618248	7.87696347e+00
2660	-0.96541357	0.94220209	-0.97206640	0.95618391	7.87696347e+00
2661	-0.96541309	0.94220066	-0.97206688	0.95618534	7.87696347e+00
2662	-0.96541214	0.94219923	-0.97206783	0.95618677	7.87696347e+00
2663	-0.96541119	0.94219780	-0.97206831	0.95618820	7.87696346e+00
2664	-0.96541071	0.94219637	-0.97206926	0.95618963	7.87696346e+00
2665	-0.96540976	0.94219494	-0.97206974	0.95619106	7.87696346e+00
2666	-0.96540928	0.94219351	-0.97207069	0.95619249	7.87696346e+00
2667	-0.96540833	0.94219208	-0.97207117	0.95619392	7.87696346e+00
2668	-0.96540785	0.94219065	-0.97207212	0.95619535	7.87696345e+00
2669	-0.96540689	0.94218922	-0.97207260	0.95619678	7.87696345e+00
2670	-0.96540642	0.94218779	-0.97207355	0.95619822	7.87696345e+00
2671	-0.96540546	0.94218636	-0.97207451	0.95619965	7.87696345e+00
2672	-0.96540451	0.94218493	-0.97207499	0.95620108	7.87696345e+00
2673	-0.96540403	0.94218349	-0.97207594	0.95620251	7.87696344e+00
2674	-0.96540308	0.94218206	-0.97207642	0.95620394	7.87696344e+00
2675	-0.96540260	0.94218063	-0.97207737	0.95620537	7.87696344e+00
2676	-0.96540165	0.94217920	-0.97207785	0.95620680	7.87696344e+00
2677	-0.96540117	0.94217777	-0.97207880	0.95620823	7.87696343e+00
2678	-0.96540022	0.94217634	-0.97207928	0.95620966	7.87696343e+00
2679	-0.96539974	0.94217491	-0.97208023	0.95621109	7.87696343e+00
2680	-0.96539879	0.94217348	-0.97208071	0.95621252	7.87696343e+00
2681	-0.96539783	0.94217205	-0.97208166	0.95621395	7.87696343e+00
2682	-0.96539736	0.94217062	-0.97208261	0.95621538	7.87696342e+00
2683	-0.96539640	0.94216919	-0.97208309	0.95621681	7.87696342e+00
2684	-0.96539593	0.94216776	-0.97208405	0.95621824	7.87696342e+00
2685	-0.96539497	0.94216633	-0.97208452	0.95621967	7.87696342e+00
2686	-0.96539450	0.94216490	-0.97208548	0.95622110	7.87696342e+00
2687	-0.96539354	0.94216347	-0.97208595	0.95622253	7.87696341e+00
2688	-0.96539259	0.94216204	-0.97208691	0.95622396	7.87696341e+00
2689	-0.96539211	0.94216061	-0.97208738	0.95622540	7.87696341e+00
2690	-0.96539116	0.94215918	-0.97208834	0.95622683	7.87696341e+00
2691	-0.96539068	0.94215775	-0.97208929	0.95622826	7.87696340e+00
2692	-0.96538973	0.94215631	-0.97208977	0.95622969	7.87696340e+00
2693	-0.96538925	0.94215488	-0.97209072	0.95623112	7.87696340e+00
2694	-0.96538830	0.94215345	-0.97209120	0.95623255	7.87696340e+00
2695	-0.96538782	0.94215202	-0.97209215	0.95623398	7.87696340e+00
2696	-0.96538687	0.94215059	-0.97209263	0.95623541	7.87696339e+00
2697	-0.96538591	0.94214916	-0.97209358	0.95623684	7.87696339e+00
2698	-0.96538544	0.94214773	-0.97209406	0.95623827	7.87696339e+00
2699	-0.96538448	0.94214630	-0.97209501	0.95623970	7.87696339e+00
2700	-0.96538401	0.94214487	-0.97209549	0.95624113	7.87696338e+00
2701	-0.96538305	0.94214344	-0.97209644	0.95624256	7.87696338e+00
2702	-0.96538258	0.94214201	-0.97209740	0.95624399	7.87696338e+00
2703	-0.96538162	0.94214058	-0.97209787	0.95624542	7.87696338e+00
2704	-0.96538115	0.94213915	-0.97209883	0.95624685	7.87696338e+00
2705	-0.96538019	0.94213772	-0.97209930	0.95624828	7.87696337e+00
2706	-0.96537924	0.94213629	-0.97210026	0.95624971	7.87696337e+00
2707	-0.96537876	0.94213486	-0.97210073	0.95625114	7.87696337e+00
2708	-0.96537781	0.94213343	-0.97210169	0.95625257	7.87696337e+00
2709	-0.96537733	0.94213200	-0.97210217	0.95625401	7.87696337e+00
2710	-0.96537638	0.94213057	-0.97210312	0.95625544	7.87696336e+00
2711	-0.96537590	0.94212914	-0.97210360	0.95625687	7.87696336e+00
2712	-0.96537495	0.94212770	-0.97210455	0.95625830	7.87696336e+00
2713	-0.96537447	0.94212627	-0.97210550	0.95625973	7.87696336e+00
2714	-0.96537352	0.94212484	-0.97210598	0.95626116	7.87696335e+00
2715	-0.96537256	0.94212341	-0.97210693	0.95626259	7.87696335e+00
2716	-0.96537209	0.94212198	-0.97210741	0.95626402	7.87696335e+00
2717	-0.96537113	0.94212055	-0.97210836	0.95626545	7.87696335e+00
2718	-0.96537066	0.94211912	-0.97210884	0.95626688	7.87696335e+00
2719	-0.96536970	0.94211769	-0.97210979	0.95626831	7.87696334e+00
2720	-0.96536922	0.94211626	-0.97211027	0.95626974	7.87696334e+00
2721	-0.96536827	0.94211483	-0.97211123	0.95627117	7.87696334e+00
2722	-0.96536779	0.94211340	-0.97211170	0.95627260	7.87696334e+00
2723	-0.96536684	0.94211197	-0.97211266	0.95627403	7.87696333e+00
2724	-0.96536589	0.94211054	-0.97211361	0.95627546	7.87696333e+00
2725	-0.96536541	0.94210911	-0.97211409	0.95627689	7.87696333e+00
2726	-0.96536446	0.94210768	-0.97211504	0.95627832	7.87696333e+00
2727	-0.96536398	0.94210625	-0.97211552	0.95627975	7.87696333e+00
2728	-0.96536303	0.94210482	-0.97211647	0.95628119	7.87696332e+00
2729	-0.96536255	0.94210339	-0.97211695	0.95628262	7.87696332e+00
2730	-0.96536160	0.94210196	-0.97211790	0.95628405	7.87696332e+00
2731	-0.96536064	0.94210052	-0.97211838	0.95628548	7.87696332e+00
2732	-0.96536016	0.94209909	-0.97211933	0.95628691	7.87696332e+00
2733	-0.96535921	0.94209766	-0.97212029	0.95628834	7.87696331e+00
2734	-0.96535873	0.94209623	-0.97212076	0.95628977	7.87696331e+00
2735	-0.96535778	0.94209480	-0.97212172	0.95629120	7.87696331e+00
2736	-0.96535730	0.94209337	-0.97212219	0.95629263	7.87696331e+00
2737	-0.96535635	0.94209194	-0.97212315	0.95629406	7.87696330e+00
2738	-0.96535587	0.94209051	-0.97212362	0.95629549	7.87696330e+00
2739	-0.96535492	0.94208908	-0.97212458	0.95629692	7.87696330e+00
2740	-0.96535397	0.94208765	-0.97212505	0.95629835	7.87696330e+00
2741	-0.96535349	0.94208622	-0.97212601	0.95629978	7.87696330e+00
2742	-0.96535254	0.94208479	-0.97212648	0.95630121	7.87696329e+00
2743	-0.96535206	0.94208336	-0.97212744	0.95630264	7.87696329e+00
2744	-0.96535110	0.94208193	-0.97212839	0.95630407	7.87696329e+00
2745	-0.96535063	0.94208050	-0.97212887	0.95630550	7.87696329e+00
2746	-0.96534967	0.94207907	-0.97212982	0.95630693	7.87696328e+00
2747	-0.96534920	0.94207764	-0.97213030	0.95630836	7.87696328e+00
2748	-0.96534824	0.94207621	-0.97213125	0.95630980	7.87696328e+00
2749	-0.96534729	0.94207478	-0.97213173	0.95631123	7.87696328e+00
2750	-0.96534681	0.94207335	-0.97213268	0.95631266	7.87696328e+00
